Row_ID,Order_ID,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Days,Order_Date,Ship_Date,Season,Profit_Margin
4235,CA-2025-115238,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",31.40,5,0.00,13.19,3,2025-01-21,2025-01-24,Winter,0.4201
4236,CA-2025-115238,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Toronto,Ontario,M7A,East,OFF-PA-10002689,"Office Supplies",Paper,"Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)",6.48,1,0.00,3.11,3,2025-01-21,2025-01-24,Winter,0.4799
4237,CA-2025-115238,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Toronto,Ontario,M7A,East,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",209.50,10,0.00,58.66,3,2025-01-21,2025-01-24,Winter,0.2800
4238,US-2025-135923,"Standard Class",CM-11935,"Carlos Meador",Consumer,"United States",Fayetteville,"North Carolina",28314,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.14,4,0.20,-67.67,6,2025-01-22,2025-01-28,Winter,-0.1500
4239,US-2025-138079,"Standard Class",AJ-10795,"Anthony Johnson",Corporate,"United States",Seattle,Washington,98115,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14", Brown",109.90,5,0.00,37.37,6,2025-01-22,2025-01-28,Winter,0.3400
4240,US-2025-135923,"Standard Class",CM-11935,"Carlos Meador",Consumer,"United States",Fayetteville,"North Carolina",28314,South,FUR-FU-10002107,Furniture,Furnishings,"Eldon Pizzaz Desk Accessories",14.27,8,0.20,4.28,6,2025-01-22,2025-01-28,Winter,0.2999
4241,US-2025-135923,"Standard Class",CM-11935,"Carlos Meador",Consumer,"United States",Fayetteville,"North Carolina",28314,South,OFF-AP-10000692,"Office Supplies",Appliances,"Fellowes Mighty 8 Compact Surge Protector",64.86,4,0.20,6.49,6,2025-01-22,2025-01-28,Winter,0.1001
4242,US-2025-155180,"Standard Class",TB-21280,"Toby Braunhardt",Consumer,"United States","New York City","New York",10009,East,OFF-BI-10004506,"Office Supplies",Binders,"Wilson Jones data.warehouse D-Ring Binders with DublLock",26.34,4,0.20,9.22,7,2025-01-22,2025-01-29,Winter,0.3500
4243,US-2025-111010,"Standard Class",PG-18895,"Paul Gonzalez",Consumer,"United States",Morristown,"New Jersey",7960,East,OFF-FA-10003472,"Office Supplies",Fasteners,"Bagged Rubber Bands",7.56,6,0.00,0.30,6,2025-01-22,2025-01-28,Winter,0.0397
4244,US-2025-125850,"Standard Class",FP-14320,"Frank Preis",Consumer,"United States","San Diego",California,92037,West,OFF-LA-10003498,"Office Supplies",Labels,"Avery 475",44.40,3,0.00,22.20,6,2025-01-22,2025-01-28,Winter,0.5000
4245,US-2025-125850,"Standard Class",FP-14320,"Frank Preis",Consumer,"United States","San Diego",California,92037,West,OFF-LA-10004484,"Office Supplies",Labels,"Avery 476",20.65,5,0.00,9.50,6,2025-01-22,2025-01-28,Winter,0.4600
4246,US-2025-146318,"Standard Class",MC-17275,"Marc Crier",Consumer,"United States",Seattle,Washington,98105,West,OFF-PA-10003953,"Office Supplies",Paper,"Xerox 218",12.96,2,0.00,6.22,5,2025-01-22,2025-01-27,Winter,0.4799
4247,US-2025-148208,"Standard Class",BT-11530,"Bradley Talbott","Home Office","United States",Cleveland,Ohio,44105,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.18,3,0.20,15.86,5,2025-01-22,2025-01-27,Winter,0.2874
4248,US-2025-148208,"Standard Class",BT-11530,"Bradley Talbott","Home Office","United States",Cleveland,Ohio,44105,East,TEC-PH-10004093,Technology,Phones,"Panasonic Kx-TS550",110.38,4,0.40,-20.24,5,2025-01-22,2025-01-27,Winter,-0.1834
4249,US-2025-113656,"Standard Class",CB-12415,"Christy Brittain",Consumer,"United States","Los Angeles",California,90036,West,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",59.99,7,0.00,21.60,6,2025-01-23,2025-01-29,Winter,0.3601
4250,US-2025-165505,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States",Burlington,Vermont,05401,East,OFF-AR-10003477,"Office Supplies",Art,"4009 Highlighters",8.04,6,0.00,2.73,4,2025-01-23,2025-01-27,Winter,0.3396
4251,US-2025-165505,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States",Burlington,Vermont,05401,East,OFF-ST-10001526,"Office Supplies",Storage,"Iceberg Mobile Mega Data/Printer Cart",1564.29,13,0.00,406.72,4,2025-01-23,2025-01-27,Winter,0.2600
4252,US-2025-165505,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States",Burlington,Vermont,05401,East,TEC-AC-10002926,Technology,Accessories,"Logitech Wireless Marathon Mouse M705",99.98,2,0.00,42.99,4,2025-01-23,2025-01-27,Winter,0.4300
4253,US-2025-109407,"Second Class",HG-14965,"Henry Goldwyn",Corporate,"United States",Gulfport,Mississippi,39503,South,OFF-BI-10000285,"Office Supplies",Binders,"XtraLife ClearVue Slant-D Ring Binders by Cardinal",31.36,4,0.00,15.68,2,2025-01-24,2025-01-26,Winter,0.5000
4254,US-2025-168046,"Second Class",JD-15895,"Jonathan Doherty",Corporate,"United States","New York City","New York",10024,East,FUR-FU-10000747,Furniture,Furnishings,"Tenex B1-RE Series Chair Mats for Low Pile Carpets",45.98,1,0.00,7.82,3,2025-01-25,2025-01-28,Winter,0.1701
4255,US-2025-168046,"Second Class",JD-15895,"Jonathan Doherty",Corporate,"United States","New York City","New York",10024,East,FUR-TA-10001095,Furniture,Tables,"Chromcraft Round Conference Tables",313.72,3,0.40,-99.35,3,2025-01-25,2025-01-28,Winter,-0.3167
4256,US-2025-153346,"First Class",TB-21355,"Todd Boyes",Corporate,"United States",Plainfield,"New Jersey",7060,East,OFF-AR-10000315,"Office Supplies",Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3,0.00,2.30,2,2025-01-25,2025-01-27,Winter,0.2497
4257,US-2025-168046,"Second Class",JD-15895,"Jonathan Doherty",Corporate,"United States","New York City","New York",10024,East,OFF-BI-10003676,"Office Supplies",Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",43.12,5,0.20,15.09,3,2025-01-25,2025-01-28,Winter,0.3500
4258,US-2025-153346,"First Class",TB-21355,"Todd Boyes",Corporate,"United States",Plainfield,"New Jersey",7060,East,OFF-PA-10000007,"Office Supplies",Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4" x 6"",18.00,5,0.00,8.28,2,2025-01-25,2025-01-27,Winter,0.4600
4259,US-2025-168046,"Second Class",JD-15895,"Jonathan Doherty",Corporate,"United States","New York City","New York",10024,East,OFF-ST-10004337,"Office Supplies",Storage,"SAFCO Commercial Wire Shelving, 72h",428.68,7,0.00,0.00,3,2025-01-25,2025-01-28,Winter,0.0000
4260,US-2025-146437,"Second Class",HG-14965,"Henry Goldwyn",Corporate,"United States","Los Angeles",California,90036,West,OFF-AR-10000588,"Office Supplies",Art,"Newell 345",39.68,2,0.00,10.32,4,2025-01-28,2025-02-01,Winter,0.2601
4261,US-2025-166660,"Second Class",TB-21250,"Tim Brockman",Consumer,"United States",Seattle,Washington,98103,West,FUR-BO-10000468,Furniture,Bookcases,"O'Sullivan 2-Shelf Heavy-Duty Bookcases",48.58,1,0.00,7.77,2,2025-01-30,2025-02-01,Winter,0.1599
4262,US-2025-166660,"Second Class",TB-21250,"Tim Brockman",Consumer,"United States",Seattle,Washington,98103,West,FUR-CH-10001190,Furniture,Chairs,"Global Deluxe High-Back Office Chair in Storm",435.17,4,0.20,-59.84,2,2025-01-30,2025-02-01,Winter,-0.1375
4263,US-2025-168032,"Standard Class",DF-13135,"David Flashing",Consumer,"United States",Rockford,Illinois,61107,Central,FUR-TA-10004256,Furniture,Tables,"Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables",626.10,3,0.50,-538.45,4,2025-01-30,2025-02-03,Winter,-0.8600
4264,US-2025-164483,"Standard Class",JF-15490,"Jeremy Farry",Consumer,"United States","San Francisco",California,94122,West,OFF-BI-10000014,"Office Supplies",Binders,"Heavy-Duty E-Z-D Binders",17.46,2,0.20,5.89,4,2025-01-30,2025-02-03,Winter,0.3373
4265,US-2025-168032,"Standard Class",DF-13135,"David Flashing",Consumer,"United States",Rockford,Illinois,61107,Central,OFF-BI-10000546,"Office Supplies",Binders,"Avery Durable Binders",1.73,3,0.80,-2.68,4,2025-01-30,2025-02-03,Winter,-1.5491
4266,US-2025-153661,"First Class",SC-20725,"Steven Cartwright",Consumer,"United States","San Francisco",California,94122,West,OFF-BI-10004781,"Office Supplies",Binders,"GBC Wire Binding Strips",50.78,2,0.20,17.77,1,2025-01-30,2025-01-31,Winter,0.3499
4267,US-2025-153661,"First Class",SC-20725,"Steven Cartwright",Consumer,"United States","San Francisco",California,94122,West,OFF-LA-10004689,"Office Supplies",Labels,"Avery 512",26.01,9,0.00,12.22,1,2025-01-30,2025-01-31,Winter,0.4698
4268,US-2025-114944,"Standard Class",HE-14800,"Harold Engle",Corporate,"United States",Chicago,Illinois,60623,Central,OFF-PA-10003892,"Office Supplies",Paper,"Xerox 1943",156.51,4,0.20,52.82,5,2025-01-30,2025-02-04,Winter,0.3375
4269,US-2025-153661,"First Class",SC-20725,"Steven Cartwright",Consumer,"United States","San Francisco",California,94122,West,OFF-ST-10000675,"Office Supplies",Storage,"File Shuttle II and Handi-File, Black",305.01,9,0.00,76.25,1,2025-01-30,2025-01-31,Winter,0.2500
4270,US-2025-168032,"Standard Class",DF-13135,"David Flashing",Consumer,"United States",Rockford,Illinois,61107,Central,TEC-PH-10004241,Technology,Phones,"Nokia Lumia 1020",1439.97,4,0.20,144.00,4,2025-01-30,2025-02-03,Winter,0.1000
4271,US-2025-159891,"Standard Class",BF-11170,"Ben Ferrer","Home Office","United States",Atlanta,Georgia,30318,South,OFF-BI-10003527,"Office Supplies",Binders,"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",1270.99,1,0.00,635.50,6,2025-01-31,2025-02-06,Winter,0.5000
4272,US-2025-158043,"Second Class",JK-15325,"Jason Klamczynski",Corporate,"United States","Atlantic City","New Jersey",8401,East,OFF-EN-10003134,"Office Supplies",Envelopes,"Staple envelope",23.36,2,0.00,11.68,4,2025-01-31,2025-02-04,Winter,0.5000
4273,US-2025-159891,"Standard Class",BF-11170,"Ben Ferrer","Home Office","United States",Atlanta,Georgia,30318,South,OFF-EN-10004483,"Office Supplies",Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",125.36,8,0.00,58.92,6,2025-01-31,2025-02-06,Winter,0.4700
4274,US-2025-129238,"Standard Class",SC-20050,"Sample Company A","Home Office","United States","Los Angeles",California,90045,West,OFF-PA-10002764,"Office Supplies",Paper,"Easy-staple paper",56.70,5,0.00,27.78,4,2025-01-31,2025-02-04,Winter,0.4899
4275,US-2025-147970,"Second Class",AB-10150,"Aimee Bixby",Consumer,"United States",Dallas,Texas,75220,Central,OFF-PA-10003936,"Office Supplies",Paper,"Xerox 1994",15.55,3,0.20,5.44,2,2025-01-31,2025-02-02,Winter,0.3498
4276,US-2025-129238,"Standard Class",SC-20050,"Sample Company A","Home Office","United States","Los Angeles",California,90045,West,TEC-PH-10004120,Technology,Phones,"AT&T 1080 Phone",109.59,1,0.20,8.22,4,2025-01-31,2025-02-04,Winter,0.0750
4277,US-2025-154067,"Standard Class",SM-20950,"Suzanne McNair",Corporate,"United States","Los Angeles",California,90036,West,OFF-PA-10002254,"Office Supplies",Paper,"Xerox 1883",105.52,4,0.00,48.54,6,2025-02-01,2025-02-07,Winter,0.4600
4278,US-2025-140809,"First Class",CK-12760,"Cyma Kinney",Corporate,"United States",Arlington,Virginia,22204,South,OFF-ST-10002214,"Office Supplies",Storage,"X-Rack File for Hanging Folders",56.45,5,0.00,14.68,2,2025-02-01,2025-02-03,Winter,0.2601
4279,US-2025-158841,"Second Class",SE-20110,"Sanjit Engle",Consumer,"United States",Arlington,Virginia,22204,South,FUR-FU-10001731,Furniture,Furnishings,"Acrylic Self-Standing Desk Frames",18.69,7,0.00,7.10,2,2025-02-02,2025-02-04,Winter,0.3799
4280,US-2025-144645,"Standard Class",NS-18640,"Noel Staavos",Corporate,"United States",Houston,Texas,77041,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.78,2,0.60,-77.47,6,2025-02-02,2025-02-08,Winter,-1.0500
4281,US-2025-158841,"Second Class",SE-20110,"Sanjit Engle",Consumer,"United States",Arlington,Virginia,22204,South,OFF-BI-10002557,"Office Supplies",Binders,"Presstex Flexible Ring Binders",36.40,8,0.00,18.20,2,2025-02-02,2025-02-04,Winter,0.5000
4282,US-2025-147431,"Standard Class",AB-10105,"Adrian Barton",Consumer,"United States","New York City","New York",10011,East,OFF-ST-10003994,"Office Supplies",Storage,"Belkin 19" Center-Weighted Shelf, Gray",117.96,2,0.00,5.90,5,2025-02-02,2025-02-07,Winter,0.0500
4283,US-2025-158841,"Second Class",SE-20110,"Sanjit Engle",Consumer,"United States",Arlington,Virginia,22204,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24" Color",8749.95,5,0.00,2799.98,2,2025-02-02,2025-02-04,Winter,0.3200
4284,US-2025-118514,"Standard Class",LC-17050,"Liz Carlisle",Consumer,"United States",Richmond,Kentucky,40475,South,FUR-CH-10000015,Furniture,Chairs,"Hon Multipurpose Stacking Arm Chairs",866.40,4,0.00,225.26,7,2025-02-03,2025-02-10,Winter,0.2600
4285,US-2025-117912,"Standard Class",TB-21520,"Tracy Blumstein",Consumer,"United States","Sierra Vista",Arizona,85635,West,FUR-FU-10002088,Furniture,Furnishings,"Nu-Dell Float Frame 11 x 14 1/2",14.37,2,0.20,3.95,4,2025-02-04,2025-02-08,Winter,0.2749
4286,US-2025-101189,"Standard Class",JB-15400,"Jennifer Braxton",Corporate,"United States","Los Angeles",California,90049,West,OFF-ST-10004180,"Office Supplies",Storage,"Safco Commercial Shelving",93.02,2,0.00,3.72,5,2025-02-04,2025-02-09,Winter,0.0400
4287,US-2025-150077,"Standard Class",MS-17365,"Maribeth Schnelling",Consumer,"United States",Rockville,Maryland,20852,East,TEC-PH-10002890,Technology,Phones,"AT&T 17929 Lendline Telephone",90.48,2,0.00,23.52,6,2025-02-04,2025-02-10,Winter,0.2599
4288,US-2025-108504,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98,2,0.00,52.80,0,2025-02-05,2025-02-05,Winter,0.2200
4289,US-2025-108504,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84,3,0.00,7.16,0,2025-02-05,2025-02-05,Winter,0.3800
4290,US-2025-100993,"Standard Class",AZ-10750,"Annie Zypern",Consumer,"United States","San Diego",California,92037,West,FUR-TA-10001095,Furniture,Tables,"Chromcraft Round Conference Tables",557.73,4,0.20,6.97,5,2025-02-05,2025-02-10,Winter,0.0125
4291,US-2025-108504,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-EN-10003001,"Office Supplies",Envelopes,"Ames Color-File Green Diamond Border X-ray Mailers",167.96,2,0.00,78.94,0,2025-02-05,2025-02-05,Winter,0.4700
4292,US-2025-108504,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-FA-10000053,"Office Supplies",Fasteners,"Revere Boxed Rubber Bands by Revere",9.45,5,0.00,0.19,0,2025-02-05,2025-02-05,Winter,0.0201
4293,US-2025-100993,"Standard Class",AZ-10750,"Annie Zypern",Consumer,"United States","San Diego",California,92037,West,OFF-LA-10003223,"Office Supplies",Labels,"Avery 508",14.73,3,0.00,7.22,5,2025-02-05,2025-02-10,Winter,0.4902
4294,US-2025-108504,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-PA-10000357,"Office Supplies",Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0.00,60.26,0,2025-02-05,2025-02-05,Winter,0.4900
4295,US-2025-108504,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-PA-10001289,"Office Supplies",Paper,"White Computer Printout Paper by Universal",348.84,9,0.00,170.93,0,2025-02-05,2025-02-05,Winter,0.4900
4296,US-2025-108504,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-PA-10003892,"Office Supplies",Paper,"Xerox 1943",342.37,7,0.00,160.91,0,2025-02-05,2025-02-05,Winter,0.4700
4297,US-2025-108504,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-ST-10002344,"Office Supplies",Storage,"Carina 42"Hx23 3/4"W Media Storage Unit",80.98,1,0.00,1.62,0,2025-02-05,2025-02-05,Winter,0.0200
4298,US-2025-100993,"Standard Class",AZ-10750,"Annie Zypern",Consumer,"United States","San Diego",California,92037,West,OFF-ST-10004340,"Office Supplies",Storage,"Fellowes Mobile File Cart, Black",186.54,3,0.00,50.37,5,2025-02-05,2025-02-10,Winter,0.2700
4299,US-2025-108504,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-ST-10004804,"Office Supplies",Storage,"Belkin 19" Vented Equipment Shelf, Black",154.44,3,0.00,1.54,0,2025-02-05,2025-02-05,Winter,0.0100
4300,US-2025-108504,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,TEC-PH-10000215,Technology,Phones,"Plantronics Cordless Phone Headset with In-line Volume - M214C",104.85,3,0.00,28.31,0,2025-02-05,2025-02-05,Winter,0.2700
4301,US-2025-100993,"Standard Class",AZ-10750,"Annie Zypern",Consumer,"United States","San Diego",California,92037,West,TEC-PH-10001448,Technology,Phones,"Anker Astro 15000mAh USB Portable Charger",159.97,4,0.20,-31.99,5,2025-02-05,2025-02-10,Winter,-0.2000
4302,US-2025-108504,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,TEC-PH-10003645,Technology,Phones,"Aastra 57i VoIP phone",484.83,3,0.00,126.06,0,2025-02-05,2025-02-05,Winter,0.2600
4303,US-2025-125017,"Standard Class",KB-16240,"Karen Bern",Corporate,"United States",Chattanooga,Tennessee,37421,South,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.22,4,0.20,-18.18,5,2025-02-06,2025-02-11,Winter,-0.1375
4304,US-2025-106894,"Same Day",CA-12265,"Christina Anderson",Consumer,"United States",Springfield,Virginia,22153,South,OFF-LA-10001045,"Office Supplies",Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters by Universal",7.83,3,0.00,3.60,0,2025-02-07,2025-02-07,Winter,0.4598
4305,US-2025-161662,"First Class",BE-11410,"Bobby Elias",Consumer,"United States",Lancaster,Ohio,43130,East,OFF-PA-10003465,"Office Supplies",Paper,"Xerox 1912",30.35,2,0.20,10.62,2,2025-02-07,2025-02-09,Winter,0.3499
4306,US-2025-106894,"Same Day",CA-12265,"Christina Anderson",Consumer,"United States",Springfield,Virginia,22153,South,TEC-AC-10003063,Technology,Accessories,"Micro Innovations USB RF Wireless Keyboard with Mouse",100.00,4,0.00,21.00,0,2025-02-07,2025-02-07,Winter,0.2100
4307,US-2025-135461,"Second Class",EB-13975,"Erica Bern",Corporate,"United States","Los Angeles",California,90049,West,TEC-PH-10004094,Technology,Phones,"Motorola L703CM",623.96,5,0.20,39.00,3,2025-02-07,2025-02-10,Winter,0.0625
4308,US-2025-163048,"Standard Class",MH-17440,"Mark Haberlin",Corporate,"United States",Houston,Texas,77036,Central,FUR-CH-10001270,Furniture,Chairs,"Harbour Creations Steel Folding Chair",241.50,4,0.30,0.00,7,2025-02-08,2025-02-15,Winter,0.0000
4309,US-2025-109344,"Second Class",CH-12070,"Cathy Hwang","Home Office","United States",Raleigh,"North Carolina",27604,South,TEC-PH-10002624,Technology,Phones,"Samsung Galaxy S4 Mini",1127.98,3,0.20,126.90,3,2025-02-08,2025-02-11,Winter,0.1125
4310,US-2025-112396,"Standard Class",JR-16210,"Justin Ritter",Corporate,"United States","San Francisco",California,94110,West,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",89.97,3,0.00,39.59,4,2025-02-09,2025-02-13,Winter,0.4400
4311,US-2025-112396,"Standard Class",JR-16210,"Justin Ritter",Corporate,"United States","San Francisco",California,94110,West,TEC-AC-10004761,Technology,Accessories,"Maxell 4.7GB DVD+RW 3/Pack",31.86,2,0.00,11.15,4,2025-02-09,2025-02-13,Winter,0.3500
4312,US-2025-164938,"First Class",PB-19210,"Phillip Breyer",Corporate,"United States",Tulsa,Oklahoma,74133,Central,TEC-PH-10004897,Technology,Phones,"Mediabridge Sport Armband iPhone 5s",69.93,7,0.00,0.70,2,2025-02-11,2025-02-13,Winter,0.0100
4313,US-2025-110492,"First Class",JS-15880,"John Stevenson",Consumer,"United States",Atlanta,Georgia,30318,South,OFF-BI-10003274,"Office Supplies",Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0.00,7.48,2,2025-02-12,2025-02-14,Winter,0.4698
4314,US-2025-110492,"First Class",JS-15880,"John Stevenson",Consumer,"United States",Atlanta,Georgia,30318,South,OFF-ST-10003716,"Office Supplies",Storage,"Tennsco Double-Tier Lockers",1350.12,6,0.00,175.52,2,2025-02-12,2025-02-14,Winter,0.1300
4315,US-2025-112942,"Standard Class",RD-19810,"Ross DeVincentis","Home Office","United States","Los Angeles",California,90045,West,OFF-PA-10004092,"Office Supplies",Paper,"Tops Green Bar Computer Printout Paper",146.82,3,0.00,73.41,5,2025-02-13,2025-02-18,Winter,0.5000
4316,US-2025-134334,"First Class",DK-13090,"Dave Kipp",Consumer,"United States",Clinton,Maryland,20735,East,FUR-FU-10003274,Furniture,Furnishings,"Regeneration Desk Collection",10.56,6,0.00,4.65,1,2025-02-14,2025-02-15,Winter,0.4403
4317,US-2025-134334,"First Class",DK-13090,"Dave Kipp",Consumer,"United States",Clinton,Maryland,20735,East,FUR-TA-10002356,Furniture,Tables,"Bevis Boat-Shaped Conference Table",550.43,3,0.30,-47.18,1,2025-02-14,2025-02-15,Winter,-0.0857
4318,US-2025-134334,"First Class",DK-13090,"Dave Kipp",Consumer,"United States",Clinton,Maryland,20735,East,OFF-AR-10001770,"Office Supplies",Art,"Economy #2 Pencils",7.98,3,0.00,2.07,1,2025-02-14,2025-02-15,Winter,0.2594
4319,US-2025-146150,"Standard Class",FM-14380,"Fred McMath",Consumer,"United States",Jackson,Mississippi,39212,South,OFF-AR-10002240,"Office Supplies",Art,"Panasonic KP-150 Electric Pencil Sharpener",264.18,7,0.00,68.69,5,2025-02-14,2025-02-19,Winter,0.2600
4320,US-2025-134334,"First Class",DK-13090,"Dave Kipp",Consumer,"United States",Clinton,Maryland,20735,East,OFF-PA-10000791,"Office Supplies",Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",4.77,1,0.00,2.15,1,2025-02-14,2025-02-15,Winter,0.4507
4321,US-2025-162859,"Standard Class",PG-18820,"Patrick Gardner",Consumer,"United States","New York City","New York",10009,East,OFF-BI-10004519,"Office Supplies",Binders,"GBC DocuBind P100 Manual Binding Machine",398.35,3,0.20,124.49,7,2025-02-15,2025-02-22,Winter,0.3125
4322,US-2025-162859,"Standard Class",PG-18820,"Patrick Gardner",Consumer,"United States","New York City","New York",10009,East,OFF-FA-10000304,"Office Supplies",Fasteners,"Advantus Push Pins",8.72,4,0.00,3.58,7,2025-02-15,2025-02-22,Winter,0.4106
4323,US-2025-134138,"Standard Class",JD-15790,"John Dryer",Consumer,"United States",Belleville,"New Jersey",7109,East,FUR-CH-10001545,Furniture,Chairs,"Hon Comfortask Task/Swivel Chairs",227.96,2,0.00,36.47,4,2025-02-16,2025-02-20,Winter,0.1600
4324,US-2025-105781,"Standard Class",JF-15565,"Jill Fjeld",Consumer,"United States","New York City","New York",10024,East,FUR-CH-10001802,Furniture,Chairs,"Hon Every-Day Chair Series Swivel Task Chairs",326.65,3,0.10,39.92,4,2025-02-16,2025-02-20,Winter,0.1222
4325,US-2025-168956,"Standard Class",EA-14035,"Erin Ashbrook",Corporate,"United States",Chicago,Illinois,60623,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",62.96,3,0.30,-2.70,4,2025-02-16,2025-02-20,Winter,-0.0429
4326,US-2025-108105,"Standard Class",GW-14605,"Giulietta Weimer",Consumer,"United States",Henderson,Kentucky,42420,South,FUR-FU-10003773,Furniture,Furnishings,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets",318.08,4,0.00,34.99,7,2025-02-16,2025-02-23,Winter,0.1100
4327,US-2025-168956,"Standard Class",EA-14035,"Erin Ashbrook",Corporate,"United States",Chicago,Illinois,60623,Central,OFF-AP-10004233,"Office Supplies",Appliances,"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room",92.06,6,0.80,-225.56,4,2025-02-16,2025-02-20,Winter,-2.4501
4328,US-2025-108105,"Standard Class",GW-14605,"Giulietta Weimer",Consumer,"United States",Henderson,Kentucky,42420,South,OFF-BI-10002412,"Office Supplies",Binders,"Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders",5.80,1,0.00,2.61,7,2025-02-16,2025-02-23,Winter,0.4500
4329,US-2025-168956,"Standard Class",EA-14035,"Erin Ashbrook",Corporate,"United States",Chicago,Illinois,60623,Central,OFF-FA-10000304,"Office Supplies",Fasteners,"Advantus Push Pins",6.98,4,0.20,1.83,4,2025-02-16,2025-02-20,Winter,0.2622
4330,US-2025-168956,"Standard Class",EA-14035,"Erin Ashbrook",Corporate,"United States",Chicago,Illinois,60623,Central,OFF-PA-10000809,"Office Supplies",Paper,"Xerox 206",5.18,1,0.20,1.81,4,2025-02-16,2025-02-20,Winter,0.3494
4331,US-2025-105781,"Standard Class",JF-15565,"Jill Fjeld",Consumer,"United States","New York City","New York",10024,East,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",89.97,3,0.00,39.59,4,2025-02-16,2025-02-20,Winter,0.4400
4332,US-2025-123274,"Standard Class",GT-14710,"Greg Tran",Consumer,"United States","New York City","New York",10035,East,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14" Contract Wall Clock",44.46,2,0.00,14.67,5,2025-02-19,2025-02-24,Winter,0.3300
4333,US-2025-101630,"Second Class",CK-12760,"Cyma Kinney",Corporate,"United States","Long Beach","New York",11561,East,OFF-LA-10004425,"Office Supplies",Labels,"Staple-on labels",8.67,3,0.00,4.07,4,2025-02-19,2025-02-23,Winter,0.4694
